off topic,in_atlas,groupname,title,keywords,topics,date,originator,publisher,links,Still Public?,Dataset Email,Group,Agency
,f,California Department of Fish and Game (Marine) - Technical Reports,Pre-Operational Baseline Studies of Selected Nearshore Marine Biota at the Diablo Canyon Power Plant Site: 1979-1982,maturity marine sciences bays beaches age composition algae coastal resources benthic organisms marine resources coastal ecology biodiversity biotic communities biomass energy development conservation of natural resources conservation biology community structure ecosystem management crustaceans eggs ecological communities echinoderms marine mammals environmental policy intertidal fauna environmental law ichthyology feeding habits food chains (ecology) fish larvae landings invertebrates marine fishes marine biology life history mammals mammalogy oceans oceanography mortality mollusks utilitiescommunications resource conservation recruitment population biology species composition resource management size composition sex ratio,Ecology Biota Population Elevation Demographics Habitat Environment Society,1/1/2010,"Daniel W. Gotshall, J.R. Raymond Ally, Douglas Vaughn, Brian B.",,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,"Red Abalone Size Data from Johnsons Lee, Santa Rosa Island, Collected from 1978 to 1984",size composition oceans resource management ocean fishing tagging benthic organisms population biology feeding habits resource conservation coastal ecology biomass environmental policy coastal resources mortality conservation of natural resources conservation biology mollusks life history landings invertebrates maturity marine biology marine sciences marine resources,Elevation Demographics Habitat Fisheries Population Biota Society Environment,1/1/2010,"Peter L. Haaker, David O. Parker, Kristine C. Henderson",,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,Results of the 1972 Skindiving Assessment Survey.  Pisom Beach to Oregon,marine resources invertebrates cpue fish coastal resources echinoderms coastal ecology biomass benthic organisms crustaceans marine fishes marine biology species composition mollusks marine sciences oceans ocean fishing,Society Fisheries Biota Population,1/1/2010,Daniel J. Miller,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,Status of the Jack Mackerel Resource and Its Management,population biology coastal ecology growth biomass fish coastal resources conservation biology conservation of natural resources environmental policy ichthyology oceans marine sciences marine resources marine fishes marine biology ocean fishing mortality migration reproduction range resource management spawning resource conservation,Society Population Biota Fisheries Environment,1/1/2010,Eric H. Knaggs,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,Status of the Ocean Shrimp Resource and Its Management,marine resources reproduction marine biology invertebrates growth life history landings life cycles (biology) range marine sciences migration population biology maximum sustainable yield oceans ocean fishing mortality resource conservation size composition resource management sex ratio age composition fishermen environmental policy conservation biology coastal resources coastal ecology biomass cpue eggs conservation of natural resources crustaceans,Fisheries Biota Population Society Environment,1/1/2010,W. A. Dahlstrom,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,"Structure, Distribution, and Seasonal Dynamics of the Benthic Community in the Upper Newport Bay, California",oceans fish environmental policy biotic communities biomass ecological communities coastal ecology coastal resources echinoderms crustaceans community structure conservation of natural resources conservation biology life history species composition invertebrates food chains (ecology) resource management mollusks marine sciences marine resources marine biology resource conservation population biology predator prey relations,Population Biota Habitat Demographics Elevation Environment Society,1/1/2010,Roger R. Seapy,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,"Tagging Mortality Experiments on Pacific Mackerel, Pneumatophorus japonicus",resource management ichthyology tagging fish research marine fishes oceans marine biology mortality marine sciences resource conservation,Environment Biota,1/1/2010,Paul A. Gregory,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Anchovy Reduction Fishery for the 1976-77 Season,age composition size composition ocean fishing marine biology reproduction marine fishes coastal ecology marine sciences population biology marine resources coastal resources fish landings oceans range resource conservation resource management sex ratio biomass ichthyology growth maturity,Environment Society Fisheries Biota Population Elevation Demographics,1/1/2010,John S. Sunada,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Anchovy Reduction Fishery for the 1977-78 Season,ocean fishing maturity age composition marine sciences marine resources population biology oceans size composition resource conservation sex ratio resource management marine fishes marine biology ichthyology coastal ecology fish biomass eggs coastal resources,Environment Biota Population Fisheries Society,1/1/2010,John S. Sunada,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Marine Environment in the Vicinity of Diablo Cove with Special Reference to Abalones and Bony Fishes,applied ecology echinoderms algae age composition beaches biomass crustaceans bays biodiversity benthic organisms behavior conservation of natural resources biotic communities conservation biology community structure coastal ecology coastal resources marine fishes ecological communities fish feeding habits eggs ecosystem management environmental sciences environmental policy marine biology growth intertidal fauna mammals ichthyology life history invertebrates life cycles (biology) oceans marine resources oceanographic conditions marine mammals mortality mollusks marine sciences species composition predator prey relations population biology size composition resource management recruitment resource conservation,Environment Society Biota Population Habitat Demographics Elevation,1/1/2010,"Richard T. Burge, Steven A. Schultz",,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Mortality of Engraulis mordax in Southern California,coastal ecology biomass age composition recruitment ichthyology fish conservation of natural resources conservation biology coastal resources marine biology marine resources marine fishes population biology marine sciences oceans mortality resource conservation resource management,Fisheries Biota Population Society Environment,1/1/2010,Alec D. MacCall,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Northern Anchovy Fishery for the 1975-76 Season,landings biomass conservation of natural resources age composition eggs coastal ecology marine biology conservation biology marine fishes ichthyology growth maturity fishermen coastal resources fish marine resources marine sciences resource management oceans life history size composition sex ratio resource conservation population biology ocean fishing,Environment Society Population Biota Fisheries Demographics Elevation,1/1/2010,John S. Sunada,,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
,f,California Department of Fish and Game (Marine) - Technical Reports,The Northern Anchovy Reduction Fishery for the 1978-79 Through 1981-82 Seasons,reproduction coastal ecology fish age composition population biology eggs environmental policy biomass conservation of natural resources conservation biology ichthyology coastal resources landings oceans marine biology ocean fishing marine fishes marine sciences marine resources resource conservation spawning size composition sex ratio resource management,Elevation Demographics Population Biota Fisheries Society Environment,1/1/2010,"John S. Sunada, Robert B. Read",,http://www.dfg.ca.gov ,TRUE,#N/A,#N/A,#N/A
